Id,Zona,Numero,Nombre,PoblacionTotal,Varones,Mujeres,Edad 0-4,Edad 5-9,Edad 10-14,Edad 15-19,Edad 20-24,Edad 25-29,Edad 30-34,Edad 35-39,Edad40-44,Edad 45-49,Edad 50-54,Edad 55-59,Edad 60-64,Edad 65-69,Edad 70-74,Edad 75-79,Edad 80-84,Edad 84+,Hogares,HogaresNBI,% Hogares con NBI,PoblacionSinCobertura,PorcentajeSinCobertura
Hospital Pediátrico del Niño Jesús#26#5,5,0,Hospital Pediátrico del Niño Jesús#26#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Pediátrico del Niño Jesús#40#4,4,0,Hospital Pediátrico del Niño Jesús#40#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
MERCADO DE LA CIUDAD,0,0,MERCADO DE LA CIUDAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
MONIGOTES DE COLORES II,2,0,MONIGOTES DE COLORES II,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#06#6",6,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#06#6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#78#1",1,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#78#1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#93#5",5,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#93#5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
ARCOS IRIS ILUSIÓN,3,0,ARCOS IRIS ILUSIÓN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
CHIQUITINES,2,0,CHIQUITINES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica Mehelar#95#3,3,0,Clínica Mehelar#95#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica San Nicolás#46#4,4,0,Clínica San Nicolás#46#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Cordoba#34#6,6,0,Hospital Cordoba#34#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#02#3,3,0,Hospital Infantil Municipalidad de Cordoba#02#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#18#1,1,0,Hospital Infantil Municipalidad de Cordoba#18#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#45#4,4,0,HPA Cura Brochero#45#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Madre Teresa de Calcuta#41#4,4,0,HPA Madre Teresa de Calcuta#41#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
MARÍA AUXILIADORA,5,0,MARÍA AUXILIADORA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
DR. RAUL FERNANDEZ Bº Vª ALLENDE PARQUE,6,0,DR. RAUL FERNANDEZ Bº Vª ALLENDE PARQUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#29#5,5,0,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#29#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#57#6,6,0,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#57#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Neuropsiquiátrico Provincial#37#3,3,0,Hospital Neuropsiquiátrico Provincial#37#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Nuevo#27#3,3,0,Hospital San Roque Nuevo#27#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Viejo#07#2,2,0,Hospital San Roque Viejo#07#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#45#4",4,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#45#4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
CAPS (Centros de Atención Primaria de la Salud)  Cuidad Ampliación Cabildo,4,0,CAPS (Centros de Atención Primaria de la Salud)  Cuidad Ampliación Cabildo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica San Nicolás#03#2,2,0,Clínica San Nicolás#03#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Viejo#95#3,3,0,Hospital San Roque Viejo#95#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Tránsito Cáceres de Allende#32#2,2,0,Hospital Tránsito Cáceres de Allende#32#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Tránsito Cáceres de Allende#39#4,4,0,Hospital Tránsito Cáceres de Allende#39#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Comipaz#38#3,3,0,HPA Comipaz#38#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#15#1,1,0,HPA Cura Brochero#15#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Madre Teresa de Calcuta#15#1,1,0,HPA Madre Teresa de Calcuta#15#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Jardín Maternal “Sueño de Colores”,2,0,Jardín Maternal “Sueño de Colores”,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Jardín Maternal Municipal Arroz con Leche Colorado,4,0,Jardín Maternal Municipal Arroz con Leche Colorado,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
AZOR GRIMAUT Bº COMERCIAL,4,0,AZOR GRIMAUT Bº COMERCIAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital de Niños de la Santísima Trinidad#72#2,2,0,Hospital de Niños de la Santísima Trinidad#72#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#82#6,6,0,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#82#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#24#4,4,0,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#24#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal de Urgencias#69#2,2,0,Hospital Municipal de Urgencias#69#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal de Urgencias#79#4,4,0,Hospital Municipal de Urgencias#79#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#00#4,4,0,Hospital Nuestra Señora de la Misericordia#00#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#12#3,3,0,Hospital Nuestra Señora de la Misericordia#12#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Rawson#47#3,3,0,Hospital Rawson#47#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Rawson#56#2,2,0,Hospital Rawson#56#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Viejo#45#4,4,0,Hospital San Roque Viejo#45#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Viejo#63#5,5,0,Hospital San Roque Viejo#63#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Tránsito Cáceres de Allende#61#6,6,0,Hospital Tránsito Cáceres de Allende#61#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero,6,0,HPA Cura Brochero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#69#2,2,0,Hospital Nuestra Señora de la Misericordia#69#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Provincial del Noroeste Elpidio Torres#48#1,1,0,Hospital Provincial del Noroeste Elpidio Torres#48#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Nuevo#26#5,5,0,Hospital San Roque Nuevo#26#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Madre Teresa de Calcuta#54#6,6,0,HPA Madre Teresa de Calcuta#54#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
ING. JUAN MASJOAN Bº LOS BOULEVARES,6,0,ING. JUAN MASJOAN Bº LOS BOULEVARES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#25#1",1,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#25#1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Polideportivo Social de Policial Anexo,6,0,Polideportivo Social de Policial Anexo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica Mehelar#24#4,4,0,Clínica Mehelar#24#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica San Nicolás#01#1,1,0,Clínica San Nicolás#01#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica San Nicolás#18#1,1,0,Clínica San Nicolás#18#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital de Niños de la Santísima Trinidad#44#4,4,0,Hospital de Niños de la Santísima Trinidad#44#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#61#6,6,0,Hospital Infantil Municipalidad de Cordoba#61#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal de Urgencias#43#4,4,0,Hospital Municipal de Urgencias#43#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Provincial del Suroeste Eva Perón#81#3,3,0,Hospital Provincial del Suroeste Eva Perón#81#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Rawson#85#1,1,0,Hospital Rawson#85#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Tránsito Cáceres de Allende#25#1,1,0,Hospital Tránsito Cáceres de Allende#25#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Tránsito Cáceres de Allende#74#1,1,0,Hospital Tránsito Cáceres de Allende#74#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Madre Teresa de Calcuta#21#6,6,0,HPA Madre Teresa de Calcuta#21#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA San Jorge#13#1,1,0,HPA San Jorge#13#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Merendero Rincón de mi esperanza en Villa Ines,2,0,Merendero Rincón de mi esperanza en Villa Ines,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#60#6",6,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#60#6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Salón Comunitario de Cortaderos,6,0,Salón Comunitario de Cortaderos,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
SANTIAGO DEL CASTILLO Bº ROSEDAL,5,0,SANTIAGO DEL CASTILLO Bº ROSEDAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#78#1,1,0,HPA Cura Brochero#78#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA San Jorge#55#5,5,0,HPA San Jorge#55#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
LUZ VIEIRA MENDEZ Bº SAN ROQUE,5,0,LUZ VIEIRA MENDEZ Bº SAN ROQUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#55#5",5,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#55#5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#86#4",4,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#86#4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
28,5,AP28,LAS VIOLETAS,10129,5090,5039,576,707,724,792,932,874,797,723,731,619,532,468,428,375,324,235,152,135,2499,424,17.00,6079,60%
53,4,AP53,INAUDI,4692,2277,2415,267,327,335,367,431,404,369,334,338,287,246,217,198,174,150,109,70,62,1248,99,8.00,2815,60%
CCC (casa convivencial comunitaria)  Virgen de Lourdes,4,0,CCC (casa convivencial comunitaria)  Virgen de Lourdes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica Mehelar#05#2,2,0,Clínica Mehelar#05#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital del Sureste “Florencio Díaz”#07#2,2,0,Hospital del Sureste “Florencio Díaz”#07#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#06#6,6,0,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#06#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal Villa el Libertador Principe de Asturias#51#1,1,0,Hospital Municipal Villa el Libertador Principe de Asturias#51#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital de Niños de la Santísima Trinidad#77#5,5,0,Hospital de Niños de la Santísima Trinidad#77#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital del Sureste “Florencio Díaz”#14#1,1,0,Hospital del Sureste “Florencio Díaz”#14#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#86#4,4,0,Hospital Infantil Municipalidad de Cordoba#86#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#60#6,6,0,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#60#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Neuropsiquiátrico Provincial#59#4,4,0,Hospital Neuropsiquiátrico Provincial#59#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#99#5,5,0,Hospital Nuestra Señora de la Misericordia#99#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Pediátrico del Niño Jesús#10#2,2,0,Hospital Pediátrico del Niño Jesús#10#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Provincial del Noroeste Elpidio Torres#30#5,5,0,Hospital Provincial del Noroeste Elpidio Torres#30#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Nuevo#80#2,2,0,Hospital San Roque Nuevo#80#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
