Centro,Direccion,Longitud,Latitud,Tipo,Id,Ciudad,Horario,institucion
Hospital de Niños de la Santísima Trinidad#21#6,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#21#6,"Córdoba, Argentina",NULL,CS 021 - Marquez de Sobremonte
Hospital Infantil Municipalidad de Cordoba#91#2,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#91#2,"Córdoba, Argentina",NULL,CS 091 - Villa Bustos
Hospital del Sureste “Florencio Díaz”#57#6,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#57#6,"Córdoba, Argentina",NULL,CS 057 - Arguello I.P.V
Hospital Infantil Municipalidad de Cordoba#04#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#04#1,"Córdoba, Argentina",NULL,CS 004 - Nueva Italia
Hospital Infantil Municipalidad de Cordoba#85#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#85#1,"Córdoba, Argentina",NULL,CS 085 - Patricios Este
Hospital Infantil Municipalidad de Cordoba#08#2,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#08#2,"Córdoba, Argentina",NULL,CS 008 - Acosta
Hospital del Sureste “Florencio Díaz”#61#6,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#61#6,"Córdoba, Argentina",NULL,CS 061 - Barrio el Cerrito
Hospital del Sureste “Florencio Díaz”#67#6,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#67#6,"Córdoba, Argentina",NULL,CS 067 - 16 de Noviembre
Hospital de Niños de la Santísima Trinidad#47#3,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#47#3,"Córdoba, Argentina",NULL,CS 047 - Coronel Olmedo
Hospital del Sureste “Florencio Díaz”#60#6,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#60#6,"Córdoba, Argentina",NULL,CS 060 - Marquez Anexo
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#09#5,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#09#5,"Córdoba, Argentina",NULL,CS 009 - Alberdi Oeste
Hospital del Sureste “Florencio Díaz”#92#6,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#92#6,"Córdoba, Argentina",NULL,CS 092 - Los Cortaderos
Hospital Infantil Municipalidad de Cordoba#13#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#13#1,"Córdoba, Argentina",NULL,CS 013 - Hipolito Yrigoyen
Clínica Mehelar#00#4,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#00#4,"Córdoba, Argentina",NULL,CS 100 - Heroes de Malvinas Vicor
Hospital Infantil Municipalidad de Cordoba#30#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#30#5,"Córdoba, Argentina",NULL,CS 030 - Villa Paez
Hospital Infantil Municipalidad de Cordoba#98#2,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#98#2,"Córdoba, Argentina",NULL,CS 098 - Mercado de Abasto
Hospital Infantil Municipalidad de Cordoba#38#3,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#38#3,"Córdoba, Argentina",NULL,CS 038 - Urquiza
Hospital de Niños de la Santísima Trinidad#57#6,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#57#6,"Córdoba, Argentina",NULL,CS 057 - Arguello I.P.V
Hospital de Niños de la Santísima Trinidad#23#5,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#23#5,"Córdoba, Argentina",NULL,CS 023 - Rosedal Anexo
Hospital Infantil Municipalidad de Cordoba#28#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#28#5,"Córdoba, Argentina",NULL,CS 028 - Las Violetas
Hospital del Sureste “Florencio Díaz”#69#2,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#69#2,"Córdoba, Argentina",NULL,CS 069 - Gral Arenales
Hospital Infantil Municipalidad de Cordoba#47#3,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#47#3,"Córdoba, Argentina",NULL,CS 047 - Coronel Olmedo
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#24#4,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#24#4,"Córdoba, Argentina",NULL,CS 024 - Cupani
Hospital Infantil Municipalidad de Cordoba#05#2,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#05#2,"Córdoba, Argentina",NULL,CS 005 - Yofre Norte
Hospital de Niños de la Santísima Trinidad#80#2,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#80#2,"Córdoba, Argentina",NULL,CS 080 - Renacimiento
Hospital del Sureste “Florencio Díaz”#65#5,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#65#5,"Córdoba, Argentina",NULL,CS 065 - San Roque
Hospital Infantil Municipalidad de Cordoba#62#6,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#62#6,"Córdoba, Argentina",NULL,CS 062 - Villa Cornu
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#38#3,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#38#3,"Córdoba, Argentina",NULL,CS 038 - Urquiza
Hospital del Sureste “Florencio Díaz”#80#2,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#80#2,"Córdoba, Argentina",NULL,CS 080 - Renacimiento
Hospital de Niños de la Santísima Trinidad#83#5,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#83#5,"Córdoba, Argentina",NULL,CS 083 - Ameghino Norte
Clínica Mehelar#12#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#12#3,"Córdoba, Argentina",NULL,CS 012 - Ferreyra
Hospital del Sureste “Florencio Díaz”#71#3,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#71#3,"Córdoba, Argentina",NULL,CS 071 - Coop. el Arco
Clínica Mehelar#25#1,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#25#1,"Córdoba, Argentina",NULL,CS 025 - San Martin
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#02#3,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#02#3,"Córdoba, Argentina",NULL,CS 002 - Los Sauces
Hospital Infantil Municipalidad de Cordoba#29#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#29#5,"Córdoba, Argentina",NULL,CS 029 - Villa Siburu
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#64#3,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#64#3,"Córdoba, Argentina",NULL,CS 064 - Ona Biallet
Hospital del Sureste “Florencio Díaz”#94#1,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#94#1,"Córdoba, Argentina",NULL,CS 094 - Parque Liceo III Seccion
Hospital del Sureste “Florencio Díaz”#72#2,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#72#2,"Córdoba, Argentina",NULL,CS 072 - La Floresta
Hospital de Niños de la Santísima Trinidad#94#1,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#94#1,"Córdoba, Argentina",NULL,CS 094 - Parque Liceo III Seccion
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#05#2,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#05#2,"Córdoba, Argentina",NULL,CS 005 - Yofre Norte
Hospital Infantil Municipalidad de Cordoba#46#4,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#46#4,"Córdoba, Argentina",NULL,CS 046 - Santa Isabel
Hospital Infantil Municipalidad de Cordoba#31#6,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#31#6,"Córdoba, Argentina",NULL,CS 031 - La Salle
Hospital Infantil Municipalidad de Cordoba#97#4,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#97#4,"Córdoba, Argentina",NULL,CS 097 - Cabildo
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#76#5,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#76#5,"Córdoba, Argentina",NULL,CS 076 - Villa Union
Hospital de Niños de la Santísima Trinidad#81#3,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#81#3,"Córdoba, Argentina",NULL,CS 081 - San Lorenzo
Hospital Infantil Municipalidad de Cordoba#12#3,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#12#3,"Córdoba, Argentina",NULL,CS 012 - Ferreyra
Hospital del Sureste “Florencio Díaz”#03#2,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#03#2,"Córdoba, Argentina",NULL,CS 003 - Los Pinos
Hospital del Sureste “Florencio Díaz”#76#5,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#76#5,"Córdoba, Argentina",NULL,CS 076 - Villa Union
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#10#2,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#10#2,"Córdoba, Argentina",NULL,CS 010 - Colonia Lola
Hospital Infantil Municipalidad de Cordoba#35#3,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#35#3,"Córdoba, Argentina",NULL,CS 035 - Villa Revol
Hospital Infantil Municipalidad de Cordoba#55#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#55#5,"Córdoba, Argentina",NULL,CS 055 - Las Palmas
Clínica Mehelar#27#3,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#27#3,"Córdoba, Argentina",NULL,CS 027 - Pilar
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#86#4,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#86#4,"Córdoba, Argentina",NULL,CS 086 - Villa el Libertador Anexo
Hospital Infantil Municipalidad de Cordoba#51#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#51#1,"Córdoba, Argentina",NULL,CS 051 - Guinazu
Hospital del Sureste “Florencio Díaz”#97#4,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#97#4,"Córdoba, Argentina",NULL,CS 097 - Cabildo
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#91#2,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#91#2,"Córdoba, Argentina",NULL,CS 091 - Villa Bustos
Hospital Infantil Municipalidad de Cordoba#89#4,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#89#4,"Córdoba, Argentina",NULL,CS 089 - Villa Rivadavia
Hospital Infantil Municipalidad de Cordoba#17#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#17#1,"Córdoba, Argentina",NULL,CS 017 - Villa Azalais Oeste
Hospital de Niños de la Santísima Trinidad#82#6,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#82#6,"Córdoba, Argentina",NULL,CS 082 - Villa Allende Parque
Hospital Infantil Municipalidad de Cordoba#68#3,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#68#3,"Córdoba, Argentina",NULL,CS 068 - Carcano
Hospital Infantil Municipalidad de Cordoba#09#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#09#5,"Córdoba, Argentina",NULL,CS 009 - Alberdi Oeste
Clínica Mehelar#34#6,Ramón Ocampo 1443,-64.1456530182394,-31.4250920814546,Clinica,Clínica Mehelar#34#6,"Córdoba, Argentina",NULL,CS 034 - Villa 9 de Julio
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#07#2,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#07#2,"Córdoba, Argentina",NULL,CS 007 - Pueyrredon
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#15#1,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#15#1,"Córdoba, Argentina",NULL,CS 015 - Remedios de Escalada
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#92#6,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#92#6,"Córdoba, Argentina",NULL,CS 092 - Los Cortaderos
Hospital del Sureste “Florencio Díaz”#32#2,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#32#2,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
Hospital Infantil Municipalidad de Cordoba#94#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#94#1,"Córdoba, Argentina",NULL,CS 094 - Parque Liceo III Seccion
Hospital Infantil Municipalidad de Cordoba#73#4,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#73#4,"Córdoba, Argentina",NULL,CS 073 - Parque Futura
Hospital Municipal de Urgencias,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias,"Córdoba, Argentina",NULL,NULL
Hospital Infantil Municipalidad de Cordoba#03#2,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#03#2,"Córdoba, Argentina",NULL,CS 003 - Los Pinos
Hospital Infantil Municipalidad de Cordoba#11#3,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#11#3,"Córdoba, Argentina",NULL,CS 011 - Crisol Sur
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#29#5,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#29#5,"Córdoba, Argentina",NULL,CS 029 - Villa Siburu
Hospital Municipal de Urgencias#01#1,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#01#1,"Córdoba, Argentina",NULL,CS 001 - General Mosconi
Hospital Infantil Municipalidad de Cordoba#14#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#14#1,"Córdoba, Argentina",NULL,CS 014 - General Bustos
Hospital Infantil Municipalidad de Cordoba#74#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#74#1,"Córdoba, Argentina",NULL,CS 074 - Villa Esquiu
Hospital de Niños de la Santísima Trinidad#86#4,Bajada Pucará 787,-64.169059753418,-31.4275283813477,Hospital Provincial Cordoba,Hospital de Niños de la Santísima Trinidad#86#4,"Córdoba, Argentina",NULL,CS 086 - Villa el Libertador Anexo
Hospital Infantil Municipalidad de Cordoba#39#4,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#39#4,"Córdoba, Argentina",NULL,CS 039 - Ferrer
Hospital Infantil Municipalidad de Cordoba#71#3,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#71#3,"Córdoba, Argentina",NULL,CS 071 - Coop. el Arco
Hospital Municipal de Urgencias#28#5,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#28#5,"Córdoba, Argentina",NULL,CS 028 - Las Violetas
Hospital Infantil Municipalidad de Cordoba#34#6,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#34#6,"Córdoba, Argentina",NULL,CS 034 - Villa 9 de Julio
Hospital Infantil Municipalidad de Cordoba#25#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#25#1,"Córdoba, Argentina",NULL,CS 025 - San Martin
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#17#1,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#17#1,"Córdoba, Argentina",NULL,CS 017 - Villa Azalais Oeste
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#12#3,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#12#3,"Córdoba, Argentina",NULL,CS 012 - Ferreyra
Hospital Municipal de Urgencias#59#4,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#59#4,"Córdoba, Argentina",NULL,CS 059 - Congreso
Hospital Infantil Municipalidad de Cordoba#50#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#50#5,"Córdoba, Argentina",NULL,CS 050 - Villa Adela
Hospital Infantil Municipalidad de Cordoba#77#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#77#5,"Córdoba, Argentina",NULL,CS 077 - Don Bosco
Hospital del Sureste “Florencio Díaz”#11#3,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#11#3,"Córdoba, Argentina",NULL,CS 011 - Crisol Sur
Hospital Infantil Municipalidad de Cordoba#56#2,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#56#2,"Córdoba, Argentina",NULL,CS 056 - Empalme
Hospital Municipal de Urgencias#70#5,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#70#5,"Córdoba, Argentina",NULL,CS 070 - Estacion Flores
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#50#5,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#50#5,"Córdoba, Argentina",NULL,CS 050 - Villa Adela
Hospital Infantil Municipalidad de Cordoba#80#2,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#80#2,"Córdoba, Argentina",NULL,CS 080 - Renacimiento
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#16#6,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#16#6,"Córdoba, Argentina",NULL,CS 016 - Zumaran
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#52#5,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#52#5,"Córdoba, Argentina",NULL,CS 052 - Villa Urquiza
Hospital Infantil Municipalidad de Cordoba#78#1,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#78#1,"Córdoba, Argentina",NULL,CS 078 - Parque Liceo ll Seccion
Hospital Infantil Municipalidad de Cordoba#87#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#87#5,"Córdoba, Argentina",NULL,CS 087 - Sachi
Hospital Infantil Municipalidad de Cordoba#40#4,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#40#4,"Córdoba, Argentina",NULL,CS 040 - Las Flores
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#18#1,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#18#1,"Córdoba, Argentina",NULL,CS 018 - San Jorge
Hospital Infantil Municipalidad de Cordoba#63#5,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#63#5,"Córdoba, Argentina",NULL,CS 063 - Parque Republica
Hospital Municipal de Urgencias#75#3,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#75#3,"Córdoba, Argentina",NULL,CS 075 - Cerveceros
Hospital Infantil Municipalidad de Cordoba#82#6,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#82#6,"Córdoba, Argentina",NULL,CS 082 - Villa Allende Parque
Hospital Municipal de Urgencias#86#4,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#86#4,"Córdoba, Argentina",NULL,CS 086 - Villa el Libertador Anexo
Hospital del Sureste “Florencio Díaz”#40#4,11 de septiembre 2900,-64.1476593017578,-31.4457454681396,Hospital Provincial Cordoba,Hospital del Sureste “Florencio Díaz”#40#4,"Córdoba, Argentina",NULL,CS 040 - Las Flores
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#56#2,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#56#2,"Córdoba, Argentina",NULL,CS 056 - Empalme
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#20#6,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#20#6,"Córdoba, Argentina",NULL,CS 020 - Las Margaritas
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#00#4,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#00#4,"Córdoba, Argentina",NULL,CS 100 - Heroes de Malvinas Vicor
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#71#3,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#71#3,"Córdoba, Argentina",NULL,CS 071 - Coop. el Arco
Hospital Infantil Municipalidad de Cordoba#59#4,Juan Antonio Lavalleja 3050,-64.1817355,-31.37994147,Hospital Municipal Cordoba,Hospital Infantil Municipalidad de Cordoba#59#4,"Córdoba, Argentina",NULL,CS 059 - Congreso
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#25#1,Manuel Cardeñosa 2900,-64.2134780883789,-31.3694534301758,Hospital Provincial Cordoba,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#25#1,"Córdoba, Argentina",NULL,CS 025 - San Martin
